time,input,state_LID,output_LID,state_EXD,output_EXD
time,0,616007211,0,638775957,0
time,0,615207211,0,638152153,0
time,0,614407211,0,637528958,0
time,0,613607211,0,636906372,0
time,0,612807211,0,636284394,0
time,0,612007211,0,635663023,0
time,0,611207211,0,635042259,0
time,0,610407211,0,634422101,0
time,0,609607211,0,633802549,0
time,0,608807211,0,633183602,0
time,0,608007211,0,632565259,0
time,0,607207211,0,631947520,0
time,0,606407211,0,631330384,0
time,0,605607211,0,630713851,0
time,0,604807211,0,630097920,0
time,0,604007211,0,629482590,0
time,0,603207211,0,628867861,0
time,0,602407211,0,628253733,0
time,0,601607211,0,627640204,0
time,0,600807211,0,627027275,0
time,0,600007211,0,626414944,0
time,0,599207211,0,625803211,0
time,0,598407211,0,625192076,0
time,0,597607211,0,624581537,0
time,0,596807211,0,623971595,0
time,0,596007211,0,623362248,0
time,0,595207211,0,622753496,0
time,0,594407211,0,622145339,0
time,0,593607211,0,621537776,0
time,0,592807211,0,620930806,0
time,0,592007211,0,620324429,0
time,0,591207211,0,619718644,0
time,759444622,1349851833,0,1378558073,0
time,0,1349051833,0,1377211825,0
time,0,1348251833,0,1375866892,0
time,0,1347451833,0,1374523272,0
time,0,1346651833,0,1373180965,0
time,0,1345851833,0,1371839968,0
time,0,1345051833,0,1370500281,0
time,0,1344251833,0,1369161902,0
time,0,1343451833,0,1367824830,0
time,0,1342651833,0,1366489064,0
time,0,1341851833,0,1365154603,0
time,0,1341051833,0,1363821445,0
time,0,1340251833,0,1362489589,0
time,0,1339451833,0,1361159033,0
time,0,1338651833,0,1359829777,0
time,0,1337851833,0,1358501819,0
time,0,1337051833,0,1357175158,0
time,0,1336251833,0,1355849792,0
time,0,1335451833,0,1354525720,0
time,0,1334651833,0,1353202941,0
time,0,1333851833,0,1351881454,0
time,0,1333051833,0,1350561258,0
time,0,1332251833,0,1349242351,0
time,0,1331451833,0,1347924732,0
time,0,1330651833,0,1346608400,0
time,0,1329851833,0,1345293353,0
time,0,1329051833,0,1343979590,0
time,0,1328251833,0,1342667110,0
time,0,1327451833,0,1341355912,0
time,0,1326651833,0,1340045995,0
time,0,1325851833,0,1338737357,0
time,0,1325051833,0,1337429997,0
time,0,1324251833,0,1336123914,0
time,0,1323451833,0,1334819106,0
time,0,1322651833,0,1333515572,0
time,0,1321851833,0,1332213311,0
time,0,1321051833,0,1330912322,0
time,0,1320251833,0,1329612603,0
time,0,1319451833,0,1328314154,0
time,0,1318651833,0,1327016973,0
time,0,1317851833,0,1325721058,0
time,0,1317051833,0,1324426409,0
time,0,1316251833,0,1323133024,0
time,0,1315451833,0,1321840902,0
time,0,1314651833,0,1320550042,0
time,0,1313851833,0,1319260443,0
time,0,1313051833,0,1317972103,0
time,0,1312251833,0,1316685021,0
time,0,1311451833,0,1315399196,0
time,0,1310651833,0,1314114627,0
time,0,1309851833,0,1312831312,0
time,0,1309051833,0,1311549251,0
time,0,1308251833,0,1310268442,0
time,0,1307451833,0,1308988883,0
time,0,1306651833,0,1307710574,0
time,0,1305851833,0,1306433513,0
time,0,1305051833,0,1305157700,0
time,0,1304251833,0,1303883132,0
time,0,1303451833,0,1302609809,0
time,0,1302651833,0,1301337730,0
time,0,1301851833,0,1300066893,0
time,0,1301051833,0,1298797297,0
time,0,1300251833,0,1297528941,0
time,0,1299451833,0,1296261823,0
time,0,1298651833,0,1294995943,0
time,0,1297851833,0,1293731299,0
time,0,1297051833,0,1292467890,0
time,0,1296251833,0,1291205715,0
time,0,1295451833,0,1289944772,0
time,0,1294651833,0,1288685061,0
time,0,1293851833,0,1287426580,0
time,0,1293051833,0,1286169328,0
time,0,1292251833,0,1284913304,0
time,0,1291451833,0,1283658506,0
time,0,1290651833,0,1282404934,0
time,0,1289851833,0,1281152586,0
time,0,1289051833,0,1279901461,0
time,0,1288251833,0,1278651558,0
time,0,1287451833,0,1277402875,0
time,0,1286651833,0,1276155412,0
time,0,1285851833,0,1274909167,0
time,0,1285051833,0,1273664139,0
time,0,1284251833,0,1272420327,0
time,0,1283451833,0,1271177730,0
time,0,1282651833,0,1269936346,0
time,0,1281851833,0,1268696174,0
time,0,1281051833,0,1267457213,0
time,0,1280251833,0,1266219462,0
time,0,1279451833,0,1264982920,0
time,0,1278651833,0,1263747586,0
time,0,1277851833,0,1262513458,0
time,0,1277051833,0,1261280535,0
time,0,1276251833,0,1260048816,0
time,0,1275451833,0,1258818300,0
time,0,1274651833,0,1257588986,0
time,0,1273851833,0,1256360872,0
time,0,1273051833,0,1255133958,0
time,0,1272251833,0,1253908242,0
time,0,1271451833,0,1252683723,0
time,0,1270651833,0,1251460400,0
time,0,1269851833,0,1250238271,0
time,0,1269051833,0,1249017336,0
time,0,1268251833,0,1247797593,0
time,0,1267451833,0,1246579041,0
time,0,1266651833,0,1245361679,0
time,0,1265851833,0,1244145506,0
time,0,1265051833,0,1242930521,0
time,0,1264251833,0,1241716722,0
time,0,1263451833,0,1240504109,0
time,0,1262651833,0,1239292680,0
time,0,1261851833,0,1238082434,0
time,0,1261051833,0,1236873370,0
time,0,1260251833,0,1235665486,0
time,0,1259451833,0,1234458782,0
time,0,1258651833,0,1233253256,0
time,0,1257851833,0,1232048908,0
time,0,1257051833,0,1230845736,0
time,0,1256251833,0,1229643739,0
time,0,1255451833,0,1228442916,0
time,0,1254651833,0,1227243265,0
time,0,1253851833,0,1226044786,0
time,0,1253051833,0,1224847477,0
time,0,1252251833,0,1223651337,0
time,0,1251451833,0,1222456365,0
time,0,1250651833,0,1221262560,0
time,0,1249851833,0,1220069921,0
time,0,1249051833,0,1218878447,0
time,0,1248251833,0,1217688137,0
time,0,1247451833,0,1216498989,0
time,0,1246651833,0,1215311002,0
time,0,1245851833,0,1214124175,0
time,0,1245051833,0,1212938507,0
time,0,1244251833,0,1211753997,0
time,0,1243451833,0,1210570644,0
time,0,1242651833,0,1209388447,0
time,0,1241851833,0,1208207404,0
time,0,1241051833,0,1207027514,0
time,0,1240251833,0,1205848777,0
time,0,1239451833,0,1204671191,0
time,0,1238651833,0,1203494755,0
time,0,1237851833,0,1202319468,0
time,0,1237051833,0,1201145328,0
time,0,1236251833,0,1199972335,0
time,0,1235451833,0,1198800488,0
time,0,1234651833,0,1197629785,0
time,0,1233851833,0,1196460225,0
time,0,1233051833,0,1195291807,0
time,0,1232251833,0,1194124530,0
time,0,1231451833,0,1192958393,0
time,0,1230651833,0,1191793395,0
time,0,1229851833,0,1190629535,0
time,0,1229051833,0,1189466811,0
time,0,1228251833,0,1188305223,0
time,0,1227451833,0,1187144769,0
time,0,1226651833,0,1185985448,0
time,0,1225851833,0,1184827260,0
time,0,1225051833,0,1183670203,0
time,0,1224251833,0,1182514276,0
time,0,1223451833,0,1181359477,0
time,0,1222651833,0,1180205806,0
time,0,1221851833,0,1179053262,0
time,0,1221051833,0,1177901843,0
time,0,1220251833,0,1176751549,0
time,0,1219451833,0,1175602378,0
time,0,1218651833,0,1174454329,0
time,0,1217851833,0,1173307401,0
time,0,1217051833,0,1172161593,0
time,0,1216251833,0,1171016904,0
time,0,1215451833,0,1169873333,0
time,0,1214651833,0,1168730879,0
time,0,1213851833,0,1167589541,0
time,0,1213051833,0,1166449317,0
time,0,1212251833,0,1165310207,0
time,0,1211451833,0,1164172209,0
time,0,1210651833,0,1163035323,0
time,0,1209851833,0,1161899547,0
time,0,1209051833,0,1160764880,0
time,0,1208251833,0,1159631321,0
time,0,1207451833,0,1158498869,0
time,0,1206651833,0,1157367523,0
time,0,1205851833,0,1156237282,0
time,0,1205051833,0,1155108145,0
time,0,1204251833,0,1153980110,0
time,0,1203451833,0,1152853177,0
time,0,1202651833,0,1151727344,0
time,0,1201851833,0,1150602611,0
time,0,1201051833,0,1149478976,0
time,0,1200251833,0,1148356438,0
time,0,1199451833,0,1147234997,0
time,0,1198651833,0,1146114651,0
time,0,1197851833,0,1144995399,0
time,0,1197051833,0,1143877240,0
time,0,1196251833,0,1142760173,0
time,0,1195451833,0,1141644197,0
time,0,1194651833,0,1140529311,0
time,0,1193851833,0,1139415513,0
time,0,1193051833,0,1138302803,0
time,0,1192251833,0,1137191180,0
time,0,1191451833,0,1136080642,0
time,0,1190651833,0,1134971189,0
time,0,1189851833,0,1133862819,0
time,0,1189051833,0,1132755532,0
time,0,1188251833,0,1131649326,0
time,0,1187451833,0,1130544200,0
time,0,1186651833,0,1129440153,0
time,0,1185851833,0,1128337185,0
time,0,1185051833,0,1127235294,0
time,0,1184251833,0,1126134479,0
time,0,1183451833,0,1125034739,0
time,0,1182651833,0,1123936073,0
time,0,1181851833,0,1122838480,0
time,0,1181051833,0,1121741959,0
time,0,1180251833,0,1120646508,0
time,0,1179451833,0,1119552127,0
time,0,1178651833,0,1118458815,0
time,0,1177851833,0,1117366571,0
time,0,1177051833,0,1116275393,0
time,0,1176251833,0,1115185281,0
time,0,1175451833,0,1114096233,0
time,0,1174651833,0,1113008249,0
time,0,1173851833,0,1111921327,0
time,0,1173051833,0,1110835467,0
time,0,1172251833,0,1109750667,0
time,0,1171451833,0,1108666927,0
time,0,1170651833,0,1107584245,0
time,0,1169851833,0,1106502620,0
time,0,1169051833,0,1105422052,0
time,0,1168251833,0,1104342539,0
time,0,1167451833,0,1103264080,0
time,0,1166651833,0,1102186674,0
time,0,1165851833,0,1101110320,0
time,0,1165051833,0,1100035017,0
time,0,1164251833,0,1098960765,0
time,0,1163451833,0,1097887562,0
time,0,1162651833,0,1096815407,0
time,0,1161851833,0,1095744299,0
time,0,1161051833,0,1094674237,0
time,0,1160251833,0,1093605220,0
time,0,1159451833,0,1092537247,0
time,0,1158651833,0,1091470317,0
time,0,1157851833,0,1090404429,0
time,0,1157051833,0,1089339581,0
time,0,1156251833,0,1088275773,0
time,0,1155451833,0,1087213004,0
time,0,1154651833,0,1086151273,0
time,0,1153851833,0,1085090579,0
time,0,1153051833,0,1084030921,0
time,0,1152251833,0,1082972298,0
time,0,1151451833,0,1081914708,0
time,0,1150651833,0,1080858151,0
time,736128948,1885980781,0,1815931574,0
time,0,1885180781,0,1814158204,0
time,0,1884380781,0,1812386566,0
time,0,1883580781,0,1810616658,0
time,0,1882780781,0,1808848478,0
time,0,1881980781,0,1807082025,0
time,0,1881180781,0,1805317297,0
time,0,1880380781,0,1803554292,0
time,0,1879580781,0,1801793009,0
time,0,1878780781,0,1800033446,0
time,0,1877980781,0,1798275601,0
time,0,1877180781,0,1796519473,0
time,0,1876380781,0,1794765060,0
time,0,1875580781,0,1793012360,0
time,0,1874780781,0,1791261372,0
time,0,1873980781,0,1789512094,0
time,0,1873180781,0,1787764524,0
time,0,1872380781,0,1786018661,0
time,0,1871580781,0,1784274503,0
time,0,1870780781,0,1782532048,0
time,0,1869980781,0,1780791295,0
time,0,1869180781,0,1779052242,0
time,0,1868380781,0,1777314887,0
time,0,1867580781,0,1775579228,0
time,0,1866780781,0,1773845264,0
time,0,1865980781,0,1772112994,0
time,0,1865180781,0,1770382415,0
time,0,1864380781,0,1768653526,0
time,0,1863580781,0,1766926326,0
time,0,1862780781,0,1765200813,0
time,0,1861980781,0,1763476985,0
time,0,1861180781,0,1761754840,0
time,0,1860380781,0,1760034377,0
time,0,1859580781,0,1758315594,0
time,0,1858780781,0,1756598489,0
time,0,1857980781,0,1754883061,0
time,0,1857180781,0,1753169309,0
time,0,1856380781,0,1751457230,0
time,0,1855580781,0,1749746823,0
time,0,1854780781,0,1748038086,0
time,0,1853980781,0,1746331018,0
time,0,1853180781,0,1744625617,0
time,0,1852380781,0,1742921882,0
time,0,1851580781,0,1741219810,0
time,0,1850780781,0,1739519401,0
time,0,1849980781,0,1737820652,0
time,0,1849180781,0,1736123562,0
time,0,1848380781,0,1734428129,0
time,0,1847580781,0,1732734352,0
time,0,1846780781,0,1731042229,0
time,0,1845980781,0,1729351759,0
time,0,1845180781,0,1727662939,0
time,0,1844380781,0,1725975769,0
time,0,1843580781,0,1724290246,0
time,0,1842780781,0,1722606369,0
time,0,1841980781,0,1720924137,0
time,0,1841180781,0,1719243548,0
time,0,1840380781,0,1717564600,0
time,0,1839580781,0,1715887291,0
time,0,1838780781,0,1714211620,0
time,0,1837980781,0,1712537586,0
time,0,1837180781,0,1710865187,0
time,0,1836380781,0,1709194421,0
time,0,1835580781,0,1707525286,0
time,0,1834780781,0,1705857781,0
time,0,1833980781,0,1704191905,0
time,0,1833180781,0,1702527656,0
time,0,1832380781,0,1700865032,0
time,0,1831580781,0,1699204031,0
time,0,1830780781,0,1697544653,0
time,0,1829980781,0,1695886895,0
time,0,1829180781,0,1694230756,0
time,0,1828380781,0,1692576234,0
time,0,1827580781,0,1690923328,0
time,0,1826780781,0,1689272036,0
time,0,1825980781,0,1687622357,0
time,0,1825180781,0,1685974289,0
time,0,1824380781,0,1684327830,0
time,0,1823580781,0,1682682979,0
time,0,1822780781,0,1681039734,0
time,0,1821980781,0,1679398094,0
time,0,1821180781,0,1677758057,0
time,0,1820380781,0,1676119622,0
time,0,1819580781,0,1674482787,0
time,0,1818780781,0,1672847550,0
time,0,1817980781,0,1671213910,0
time,0,1817180781,0,1669581866,0
time,0,1816380781,0,1667951415,0
time,0,1815580781,0,1666322557,0
time,0,1814780781,0,1664695289,0
time,0,1813980781,0,1663069611,0
time,0,1813180781,0,1661445520,0
time,0,1812380781,0,1659823015,0
time,0,1811580781,0,1658202095,0
time,0,1810780781,0,1656582758,0
time,0,1809980781,0,1654965002,0
time,0,1809180781,0,1653348826,0
time,0,1808380781,0,1651734228,0
time,0,1807580781,0,1650121207,0
time,0,1806780781,0,1648509761,0
time,0,1805980781,0,1646899889,0
time,0,1805180781,0,1645291589,0
time,0,1804380781,0,1643684859,0
time,0,1803580781,0,1642079699,0
time,0,1802780781,0,1640476106,0
time,0,1801980781,0,1638874079,0
time,0,1801180781,0,1637273617,0
time,0,1800380781,0,1635674717,0
time,0,1799580781,0,1634077379,0
time,0,1798780781,0,1632481601,0
time,0,1797980781,0,1630887381,0
time,0,1797180781,0,1629294718,0
time,0,1796380781,0,1627703610,0
time,0,1795580781,0,1626114056,0
time,0,1794780781,0,1624526054,0
time,0,1793980781,0,1622939603,0
time,0,1793180781,0,1621354702,0
time,0,1792380781,0,1619771348,0
time,0,1791580781,0,1618189541,0
time,0,1790780781,0,1616609278,0
time,0,1789980781,0,1615030559,0
time,0,1789180781,0,1613453381,0
time,0,1788380781,0,1611877743,0
time,0,1787580781,0,1610303644,0
time,0,1786780781,0,1608731082,0
time,0,1785980781,0,1607160056,0
time,0,1785180781,0,1605590564,0
time,0,1784380781,0,1604022605,0
time,0,1783580781,0,1602456177,0
time,0,1782780781,0,1600891279,0
time,0,1781980781,0,1599327909,0
time,0,1781180781,0,1597766066,0
time,0,1780380781,0,1596205748,0
time,0,1779580781,0,1594646954,0
time,0,1778780781,0,1593089682,0
time,0,1777980781,0,1591533931,0
time,0,1777180781,0,1589979699,0
time,0,1776380781,0,1588426985,0
time,0,1775580781,0,1586875787,0
time,0,1774780781,0,1585326104,0
time,0,1773980781,0,1583777934,0
time,0,1773180781,0,1582231276,0
time,0,1772380781,0,1580686129,0
time,0,1771580781,0,1579142491,0
time,0,1770780781,0,1577600360,0
time,0,1769980781,0,1576059735,0
time,0,1769180781,0,1574520615,0
time,0,1768380781,0,1572982998,0
time,0,1767580781,0,1571446882,0
time,0,1766780781,0,1569912266,0
time,0,1765980781,0,1568379149,0
time,0,1765180781,0,1566847529,0
time,0,1764380781,0,1565317405,0
time,0,1763580781,0,1563788775,0
time,0,1762780781,0,1562261638,0
time,0,1761980781,0,1560735992,0
time,0,1761180781,0,1559211836,0
time,0,1760380781,0,1557689169,0
time,0,1759580781,0,1556167989,0
time,0,1758780781,0,1554648294,0
time,0,1757980781,0,1553130083,0
time,0,1757180781,0,1551613355,0
time,0,1756380781,0,1550098108,0
time,0,1755580781,0,1548584341,0
time,0,1754780781,0,1547072052,0
time,0,1753980781,0,1545561240,0
time,0,1753180781,0,1544051903,0
time,0,1752380781,0,1542544040,0
time,0,1751580781,0,1541037650,0
time,0,1750780781,0,1539532731,0
time,0,1749980781,0,1538029282,0
time,0,1749180781,0,1536527301,0
time,0,1748380781,0,1535026787,0
time,0,1747580781,0,1533527738,0
time,0,1746780781,0,1532030153,0
time,0,1745980781,0,1530534030,0
time,0,1745180781,0,1529039368,0
time,0,1744380781,0,1527546166,0
time,0,1743580781,0,1526054422,0
time,0,1742780781,0,1524564135,0
time,0,1741980781,0,1523075303,0
time,0,1741180781,0,1521587925,0
time,0,1740380781,0,1520102000,0
time,0,1739580781,0,1518617526,0
time,0,1738780781,0,1517134502,0
time,0,1737980781,0,1515652926,0
time,0,1737180781,0,1514172797,0
time,0,1736380781,0,1512694113,0
time,0,1735580781,0,1511216873,0
time,0,1734780781,0,1509741076,0
time,0,1733980781,0,1508266720,0
time,0,1733180781,0,1506793804,0
time,0,1732380781,0,1505322326,0
time,0,1731580781,0,1503852285,0
time,0,1730780781,0,1502383680,0
time,0,1729980781,0,1500916509,0
time,0,1729180781,0,1499450771,0
time,0,1728380781,0,1497986464,0
time,0,1727580781,0,1496523587,0
time,0,1726780781,0,1495062139,0
time,0,1725980781,0,1493602118,0
time,0,1725180781,0,1492143523,0
time,0,1724380781,0,1490686352,0
time,0,1723580781,0,1489230604,0
time,0,1722780781,0,1487776278,0
time,0,1721980781,0,1486323372,0
time,0,1721180781,0,1484871885,0
time,0,1720380781,0,1483421815,0
time,0,1719580781,0,1481973161,0
time,0,1718780781,0,1480525922,0
time,0,1717980781,0,1479080096,0
time,0,1717180781,0,1477635682,0
time,0,1716380781,0,1476192679,0
time,0,1715580781,0,1474751085,0
time,0,1714780781,0,1473310899,0
time,0,1713980781,0,1471872119,0
time,0,1713180781,0,1470434744,0
time,0,1712380781,0,1468998773,0
time,0,1711580781,0,1467564204,0
time,0,1710780781,0,1466131036,0
time,0,1709980781,0,1464699268,0
time,0,1709180781,0,1463268898,0
time,0,1708380781,0,1461839925,0
time,0,1707580781,0,1460412347,0
time,0,1706780781,0,1458986164,0
time,0,1705980781,0,1457561373,0
time,0,1705180781,0,1456137974,0
time,0,1704380781,0,1454715965,0
time,0,1703580781,0,1453295344,0
time,0,1702780781,0,1451876111,0
time,0,1701980781,0,1450458264,0
time,0,1701180781,0,1449041801,0
time,0,1700380781,0,1447626722,0
time,0,1699580781,0,1446213025,0
time,0,1698780781,0,1444800708,0
time,0,1697980781,0,1443389770,0
time,0,1697180781,0,1441980210,0
time,0,1696380781,0,1440572027,0
time,0,1695580781,0,1439165219,0
time,0,1694780781,0,1437759785,0
time,0,1693980781,0,1436355723,0
time,0,1693180781,0,1434953032,0
time,0,1692380781,0,1433551711,0
time,0,1691580781,0,1432151759,0
time,0,1690780781,0,1430753174,0
time,0,1689980781,0,1429355955,0
time,0,1689180781,0,1427960100,0
time,0,1688380781,0,1426565608,0
time,0,1687580781,0,1425172478,0
time,0,1686780781,0,1423780709,0
time,777454530,2463435311,0,2199844829,0
time,0,900000,1,900000,1
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
time,0,900000,0,900000,0
